data\cghd_text\cghd_017854.png	4148
data\cghd_text\cghd_005435.png	10uF
data\cghd_text\cghd_010716.png	10
data\cghd_text\cghd_002046.png	1.2K
data\cghd_text\cghd_033845.png	+
data\cghd_text\cghd_030835.png	M1
data\cghd_text\cghd_023371.png	9
data\cghd_text\cghd_013167.png	2
data\cghd_text\cghd_029670.png	V1
data\cghd_text\cghd_028335.png	13
data\cghd_text\cghd_007826.png	2K2
data\cghd_text\cghd_034374.png	100Ω
data\cghd_text\cghd_005639.png	33K
data\cghd_text\cghd_016259.png	10
data\cghd_text\cghd_034246.png	1
data\cghd_text\cghd_021953.png	20K
data\cghd_text\cghd_010131.png	-
data\cghd_text\cghd_016845.png	9
data\cghd_text\cghd_018317.png	4
data\cghd_text\cghd_004929.png	1K
data\cghd_text\cghd_031292.png	10M
data\cghd_text\cghd_019702.png	12V
data\cghd_text\cghd_006567.png	2
data\cghd_text\cghd_032741.png	7
data\cghd_text\cghd_026499.png	4.7KΩ
data\cghd_text\cghd_013074.png	2
data\cghd_text\cghd_018484.png	47pF
data\cghd_text\cghd_007929.png	24K
data\cghd_text\cghd_026109.png	3.3K
data\cghd_text\cghd_000708.png	100Ω
data\cghd_text\cghd_025666.png	HV
data\cghd_text\cghd_004129.png	5.2K
data\cghd_text\cghd_004964.png	10K
data\cghd_text\cghd_004843.png	1M
data\cghd_text\cghd_021184.png	3
data\cghd_text\cghd_035194.png	250V
data\cghd_text\cghd_000779.png	9V
data\cghd_text\cghd_002013.png	25V
data\cghd_text\cghd_022033.png	3
data\cghd_text\cghd_023977.png	+6V....+12V
data\cghd_text\cghd_013482.png	3
data\cghd_text\cghd_009788.png	1
data\cghd_text\cghd_000511.png	80
data\cghd_text\cghd_032838.png	4K7
data\cghd_text\cghd_006790.png	5
data\cghd_text\cghd_002654.png	10u
data\cghd_text\cghd_034225.png	1
data\cghd_text\cghd_034094.png	+5V
data\cghd_text\cghd_011683.png	22K
data\cghd_text\cghd_030471.png	A2
data\cghd_text\cghd_007861.png	470u/40V
data\cghd_text\cghd_018545.png	301K
data\cghd_text\cghd_000848.png	100Ω
data\cghd_text\cghd_033483.png	2k2
data\cghd_text\cghd_030975.png	-
data\cghd_text\cghd_016400.png	15
data\cghd_text\cghd_031438.png	4756
data\cghd_text\cghd_034330.png	12-18V
data\cghd_text\cghd_003138.png	100Ω
data\cghd_text\cghd_021825.png	28
data\cghd_text\cghd_019201.png	16
data\cghd_text\cghd_016479.png	2
data\cghd_text\cghd_031935.png	1k
data\cghd_text\cghd_010019.png	680K
data\cghd_text\cghd_027217.png	100F
data\cghd_text\cghd_028759.png	+
data\cghd_text\cghd_000283.png	V1
data\cghd_text\cghd_027917.png	8
data\cghd_text\cghd_025229.png	4.99K
data\cghd_text\cghd_016533.png	14
data\cghd_text\cghd_011428.png	10V
data\cghd_text\cghd_006395.png	6
data\cghd_text\cghd_034279.png	3
data\cghd_text\cghd_029557.png	9V
data\cghd_text\cghd_020706.png	11
data\cghd_text\cghd_033852.png	+
data\cghd_text\cghd_000774.png	9V
data\cghd_text\cghd_033440.png	8
data\cghd_text\cghd_014483.png	5
data\cghd_text\cghd_034206.png	2
data\cghd_text\cghd_032427.png	6
data\cghd_text\cghd_022930.png	-
data\cghd_text\cghd_003875.png	7
data\cghd_text\cghd_006815.png	555
data\cghd_text\cghd_005695.png	22uF
data\cghd_text\cghd_031473.png	2KHz
data\cghd_text\cghd_001736.png	V2
data\cghd_text\cghd_004291.png	5V
data\cghd_text\cghd_015268.png	4
data\cghd_text\cghd_031101.png	V+
data\cghd_text\cghd_019812.png	30.1Ω
data\cghd_text\cghd_013192.png	23
data\cghd_text\cghd_004999.png	1K
data\cghd_text\cghd_007904.png	3
data\cghd_text\cghd_005404.png	+
data\cghd_text\cghd_000674.png	10KΩ
data\cghd_text\cghd_031189.png	3
data\cghd_text\cghd_013478.png	21
data\cghd_text\cghd_024651.png	6
data\cghd_text\cghd_025253.png	3300pF
data\cghd_text\cghd_012925.png	n2
data\cghd_text\cghd_024079.png	2KΩ
data\cghd_text\cghd_019930.png	1uF
data\cghd_text\cghd_008521.png	3
data\cghd_text\cghd_005874.png	100K
data\cghd_text\cghd_031829.png	3
data\cghd_text\cghd_012432.png	14.5V
data\cghd_text\cghd_004432.png	A4
data\cghd_text\cghd_011083.png	470
data\cghd_text\cghd_008918.png	5
data\cghd_text\cghd_034168.png	100
data\cghd_text\cghd_033177.png	1
data\cghd_text\cghd_024312.png	K3
data\cghd_text\cghd_009774.png	M3
data\cghd_text\cghd_030089.png	12
data\cghd_text\cghd_034345.png	12-18V
data\cghd_text\cghd_000640.png	1KΩ
data\cghd_text\cghd_018758.png	1K
data\cghd_text\cghd_012640.png	100kΩ
data\cghd_text\cghd_019763.png	30.1Ω
data\cghd_text\cghd_009526.png	3
data\cghd_text\cghd_011247.png	7
data\cghd_text\cghd_001937.png	2
data\cghd_text\cghd_025770.png	3
data\cghd_text\cghd_028353.png	7400
data\cghd_text\cghd_027025.png	47K
data\cghd_text\cghd_012311.png	2
data\cghd_text\cghd_008433.png	6
data\cghd_text\cghd_002730.png	10k
data\cghd_text\cghd_021531.png	10K
data\cghd_text\cghd_012135.png	4
data\cghd_text\cghd_010179.png	22V
data\cghd_text\cghd_004345.png	2
data\cghd_text\cghd_010757.png	2
data\cghd_text\cghd_028634.png	22k
data\cghd_text\cghd_004799.png	180
data\cghd_text\cghd_006239.png	2K2
data\cghd_text\cghd_015751.png	2
data\cghd_text\cghd_013811.png	9
data\cghd_text\cghd_016894.png	25
data\cghd_text\cghd_012862.png	10
data\cghd_text\cghd_012010.png	3.3KΩ
data\cghd_text\cghd_013706.png	5
data\cghd_text\cghd_008503.png	23
data\cghd_text\cghd_007509.png	360
data\cghd_text\cghd_025212.png	10K
data\cghd_text\cghd_020020.png	13
data\cghd_text\cghd_007570.png	330
data\cghd_text\cghd_031283.png	68K
data\cghd_text\cghd_012507.png	3
data\cghd_text\cghd_030711.png	1
data\cghd_text\cghd_020076.png	4
data\cghd_text\cghd_003170.png	4A
data\cghd_text\cghd_014174.png	21
data\cghd_text\cghd_001233.png	6
data\cghd_text\cghd_023665.png	6k8
data\cghd_text\cghd_012868.png	3.9KΩ
data\cghd_text\cghd_023497.png	10kΩ
data\cghd_text\cghd_032109.png	0V
data\cghd_text\cghd_026004.png	1
data\cghd_text\cghd_009161.png	11
data\cghd_text\cghd_026671.png	10uF
data\cghd_text\cghd_009735.png	7915
data\cghd_text\cghd_029905.png	13
data\cghd_text\cghd_033793.png	+12V
data\cghd_text\cghd_018422.png	10
data\cghd_text\cghd_015379.png	10K
data\cghd_text\cghd_035424.png	-
data\cghd_text\cghd_027750.png	14
data\cghd_text\cghd_007936.png	27Ω
data\cghd_text\cghd_016189.png	A12
data\cghd_text\cghd_028927.png	82mA
data\cghd_text\cghd_029677.png	A2
data\cghd_text\cghd_013520.png	1
data\cghd_text\cghd_013457.png	6
data\cghd_text\cghd_030775.png	10nF
data\cghd_text\cghd_002338.png	5Ω
data\cghd_text\cghd_030779.png	100
data\cghd_text\cghd_004392.png	100nF
data\cghd_text\cghd_007291.png	20nF
data\cghd_text\cghd_023693.png	10K
data\cghd_text\cghd_019446.png	19
data\cghd_text\cghd_033309.png	1M
data\cghd_text\cghd_007280.png	1nF
data\cghd_text\cghd_000147.png	0.1uH
data\cghd_text\cghd_007129.png	338K
data\cghd_text\cghd_022943.png	100
data\cghd_text\cghd_020532.png	2
data\cghd_text\cghd_005343.png	-
data\cghd_text\cghd_033043.png	470Ω
data\cghd_text\cghd_010989.png	12
data\cghd_text\cghd_011041.png	4
data\cghd_text\cghd_008310.png	8
data\cghd_text\cghd_027560.png	100K
data\cghd_text\cghd_021446.png	3
data\cghd_text\cghd_009749.png	M4
data\cghd_text\cghd_005303.png	1n
data\cghd_text\cghd_002266.png	9
data\cghd_text\cghd_011021.png	13
data\cghd_text\cghd_026159.png	1
data\cghd_text\cghd_005798.png	10k
data\cghd_text\cghd_002798.png	3
data\cghd_text\cghd_035384.png	100Ω
data\cghd_text\cghd_033262.png	1M
data\cghd_text\cghd_020748.png	16
data\cghd_text\cghd_006039.png	+12V
data\cghd_text\cghd_009785.png	1
data\cghd_text\cghd_010550.png	100p
data\cghd_text\cghd_026162.png	330uF
data\cghd_text\cghd_029459.png	9V
data\cghd_text\cghd_018493.png	13
data\cghd_text\cghd_023321.png	10mH
data\cghd_text\cghd_029029.png	V5
data\cghd_text\cghd_004897.png	6.8K
data\cghd_text\cghd_023843.png	1M
data\cghd_text\cghd_033045.png	220Ω
data\cghd_text\cghd_026195.png	+9V
data\cghd_text\cghd_006864.png	5
data\cghd_text\cghd_027939.png	+5V
data\cghd_text\cghd_026164.png	100Ω
data\cghd_text\cghd_024935.png	2.2
data\cghd_text\cghd_018419.png	13
data\cghd_text\cghd_014246.png	11
data\cghd_text\cghd_024462.png	10u
data\cghd_text\cghd_007284.png	560Ω
data\cghd_text\cghd_029348.png	3
data\cghd_text\cghd_026411.png	10
data\cghd_text\cghd_016240.png	4
data\cghd_text\cghd_004052.png	1
data\cghd_text\cghd_018988.png	6
data\cghd_text\cghd_013038.png	11
data\cghd_text\cghd_023622.png	220kΩ
data\cghd_text\cghd_031592.png	100pF
data\cghd_text\cghd_018196.png	9
data\cghd_text\cghd_017327.png	20
data\cghd_text\cghd_032118.png	0V
data\cghd_text\cghd_006922.png	13
data\cghd_text\cghd_029013.png	+
data\cghd_text\cghd_001556.png	22K
data\cghd_text\cghd_010235.png	+
data\cghd_text\cghd_021675.png	10K
data\cghd_text\cghd_007901.png	8K2
data\cghd_text\cghd_034264.png	330
data\cghd_text\cghd_024388.png	100n
data\cghd_text\cghd_005330.png	3
data\cghd_text\cghd_025183.png	4.99K
data\cghd_text\cghd_023772.png	10n
data\cghd_text\cghd_029883.png	12
data\cghd_text\cghd_027407.png	20mA
data\cghd_text\cghd_003061.png	100Ω
data\cghd_text\cghd_025479.png	1Ω
data\cghd_text\cghd_016361.png	10K
data\cghd_text\cghd_008324.png	3
data\cghd_text\cghd_019916.png	01
data\cghd_text\cghd_028338.png	7400
data\cghd_text\cghd_002496.png	220
data\cghd_text\cghd_031586.png	100pF
data\cghd_text\cghd_034929.png	12
data\cghd_text\cghd_034899.png	2004
data\cghd_text\cghd_024969.png	4
data\cghd_text\cghd_023049.png	8
data\cghd_text\cghd_024752.png	F1
data\cghd_text\cghd_016253.png	2
data\cghd_text\cghd_000013.png	75Ω
data\cghd_text\cghd_021874.png	10
data\cghd_text\cghd_024241.png	10KΩ
data\cghd_text\cghd_010002.png	1K
data\cghd_text\cghd_007111.png	33K
data\cghd_text\cghd_026610.png	10nF
data\cghd_text\cghd_001716.png	V1
data\cghd_text\cghd_031168.png	+12V
data\cghd_text\cghd_006515.png	3
data\cghd_text\cghd_011601.png	3.6V
data\cghd_text\cghd_028649.png	100nF
data\cghd_text\cghd_016028.png	7
data\cghd_text\cghd_001868.png	330K
data\cghd_text\cghd_019942.png	1
data\cghd_text\cghd_022389.png	10K
data\cghd_text\cghd_031723.png	4069
data\cghd_text\cghd_016319.png	8051
data\cghd_text\cghd_024625.png	2K
data\cghd_text\cghd_019346.png	10K
data\cghd_text\cghd_015565.png	38
data\cghd_text\cghd_026804.png	5.6
data\cghd_text\cghd_017991.png	1
data\cghd_text\cghd_021775.png	20K
data\cghd_text\cghd_014932.png	22pF
data\cghd_text\cghd_017890.png	3
data\cghd_text\cghd_026066.png	120Ω
data\cghd_text\cghd_028354.png	10K
data\cghd_text\cghd_023534.png	47kΩ
data\cghd_text\cghd_007493.png	A1
data\cghd_text\cghd_002687.png	1k
data\cghd_text\cghd_007081.png	2.7k
data\cghd_text\cghd_030811.png	M1
data\cghd_text\cghd_006522.png	5
data\cghd_text\cghd_018670.png	10V
data\cghd_text\cghd_000977.png	1A
data\cghd_text\cghd_001023.png	0-18
data\cghd_text\cghd_032062.png	0V
data\cghd_text\cghd_020924.png	7
data\cghd_text\cghd_028739.png	1u
data\cghd_text\cghd_029704.png	A1
data\cghd_text\cghd_013303.png	10K
data\cghd_text\cghd_019329.png	7805
data\cghd_text\cghd_000031.png	9V
data\cghd_text\cghd_009008.png	313
data\cghd_text\cghd_032423.png	2
data\cghd_text\cghd_008674.png	11
data\cghd_text\cghd_026214.png	100Ω
data\cghd_text\cghd_030640.png	100uF
data\cghd_text\cghd_002940.png	10MΩ
data\cghd_text\cghd_012979.png	n2
data\cghd_text\cghd_029857.png	96
data\cghd_text\cghd_019561.png	1n
data\cghd_text\cghd_017221.png	18
data\cghd_text\cghd_001578.png	4
data\cghd_text\cghd_011145.png	10nF
data\cghd_text\cghd_025120.png	4.99K
data\cghd_text\cghd_013853.png	4
data\cghd_text\cghd_030409.png	6
data\cghd_text\cghd_005515.png	50nV
data\cghd_text\cghd_014644.png	1
data\cghd_text\cghd_002642.png	1k
data\cghd_text\cghd_032201.png	0V
data\cghd_text\cghd_017057.png	22u
data\cghd_text\cghd_000088.png	5V
data\cghd_text\cghd_022836.png	100k
data\cghd_text\cghd_031319.png	1Ω
data\cghd_text\cghd_010991.png	7
data\cghd_text\cghd_000343.png	12K
data\cghd_text\cghd_006714.png	5
data\cghd_text\cghd_006918.png	7
data\cghd_text\cghd_007077.png	10n
data\cghd_text\cghd_031273.png	68K
data\cghd_text\cghd_000934.png	V
data\cghd_text\cghd_000326.png	12K
data\cghd_text\cghd_033257.png	6
data\cghd_text\cghd_032612.png	470Ω
data\cghd_text\cghd_010221.png	22K
data\cghd_text\cghd_018684.png	100K
data\cghd_text\cghd_002635.png	5
data\cghd_text\cghd_001581.png	4
data\cghd_text\cghd_031900.png	33K
data\cghd_text\cghd_029649.png	K3.1
data\cghd_text\cghd_015331.png	1
data\cghd_text\cghd_032092.png	680
data\cghd_text\cghd_025949.png	2200p
data\cghd_text\cghd_013077.png	1
data\cghd_text\cghd_033864.png	+
data\cghd_text\cghd_014761.png	36
data\cghd_text\cghd_001833.png	10M
data\cghd_text\cghd_029523.png	10K
data\cghd_text\cghd_034510.png	1M
data\cghd_text\cghd_012744.png	100KΩ
data\cghd_text\cghd_012934.png	n3
data\cghd_text\cghd_034023.png	.1
data\cghd_text\cghd_003554.png	100u
data\cghd_text\cghd_008714.png	7
data\cghd_text\cghd_029574.png	10K
data\cghd_text\cghd_023169.png	3
data\cghd_text\cghd_004658.png	4
data\cghd_text\cghd_028814.png	9V
data\cghd_text\cghd_025280.png	470
data\cghd_text\cghd_005007.png	4.7K
data\cghd_text\cghd_013016.png	2
data\cghd_text\cghd_028094.png	+5V
data\cghd_text\cghd_028894.png	82mA
data\cghd_text\cghd_031239.png	8.2V
data\cghd_text\cghd_033697.png	100n
data\cghd_text\cghd_012083.png	1
data\cghd_text\cghd_007145.png	338K
data\cghd_text\cghd_022974.png	+
data\cghd_text\cghd_001831.png	330K
data\cghd_text\cghd_032555.png	100n
data\cghd_text\cghd_004852.png	10K
data\cghd_text\cghd_030382.png	1
data\cghd_text\cghd_030657.png	477
data\cghd_text\cghd_016301.png	10
data\cghd_text\cghd_001945.png	6.2V
data\cghd_text\cghd_032419.png	4
data\cghd_text\cghd_022052.png	+5V
data\cghd_text\cghd_009852.png	6.8K
data\cghd_text\cghd_006581.png	1
data\cghd_text\cghd_035272.png	5V
data\cghd_text\cghd_012682.png	10KΩ
data\cghd_text\cghd_028176.png	+5V
data\cghd_text\cghd_014287.png	18
data\cghd_text\cghd_013294.png	A2
data\cghd_text\cghd_007871.png	2800
data\cghd_text\cghd_026323.png	160V
data\cghd_text\cghd_016947.png	9
data\cghd_text\cghd_030493.png	1
data\cghd_text\cghd_027729.png	18K
data\cghd_text\cghd_021913.png	100K
data\cghd_text\cghd_010986.png	6
data\cghd_text\cghd_012117.png	3
data\cghd_text\cghd_020723.png	4MHz
data\cghd_text\cghd_000015.png	9V
data\cghd_text\cghd_016679.png	2
data\cghd_text\cghd_032295.png	3
data\cghd_text\cghd_016332.png	8
data\cghd_text\cghd_022234.png	1K
data\cghd_text\cghd_009891.png	1
data\cghd_text\cghd_010910.png	+5V
data\cghd_text\cghd_023778.png	1M
data\cghd_text\cghd_010471.png	4.7M
data\cghd_text\cghd_029652.png	M23
data\cghd_text\cghd_010653.png	15
data\cghd_text\cghd_010963.png	1
data\cghd_text\cghd_026745.png	11V
data\cghd_text\cghd_001703.png	+6V
data\cghd_text\cghd_011082.png	47k
data\cghd_text\cghd_011387.png	1
data\cghd_text\cghd_031681.png	200mH
data\cghd_text\cghd_014873.png	100pF
data\cghd_text\cghd_032979.png	4
data\cghd_text\cghd_018802.png	62K
data\cghd_text\cghd_016905.png	17
data\cghd_text\cghd_007134.png	270K
data\cghd_text\cghd_017047.png	4
data\cghd_text\cghd_009675.png	230V
data\cghd_text\cghd_006102.png	18V
data\cghd_text\cghd_026273.png	160V
data\cghd_text\cghd_031164.png	47K
data\cghd_text\cghd_019210.png	14007
data\cghd_text\cghd_026259.png	3V
data\cghd_text\cghd_014657.png	5
data\cghd_text\cghd_012100.png	10KΩ
data\cghd_text\cghd_034616.png	3
data\cghd_text\cghd_002487.png	27K
data\cghd_text\cghd_002896.png	10MΩ
data\cghd_text\cghd_034355.png	470
data\cghd_text\cghd_022278.png	+12
data\cghd_text\cghd_002572.png	9V
data\cghd_text\cghd_028178.png	3
data\cghd_text\cghd_019507.png	13001
data\cghd_text\cghd_012435.png	+5V
data\cghd_text\cghd_033756.png	10kΩ
data\cghd_text\cghd_011497.png	47kΩ
data\cghd_text\cghd_022866.png	33k
data\cghd_text\cghd_024803.png	3
data\cghd_text\cghd_014393.png	7
data\cghd_text\cghd_017557.png	10
data\cghd_text\cghd_028099.png	100n
data\cghd_text\cghd_013735.png	10K
data\cghd_text\cghd_019523.png	8V2
data\cghd_text\cghd_005564.png	20K
data\cghd_text\cghd_018145.png	9
data\cghd_text\cghd_012971.png	n0
data\cghd_text\cghd_024862.png	10K
data\cghd_text\cghd_004246.png	330
data\cghd_text\cghd_005492.png	12
data\cghd_text\cghd_034009.png	250
data\cghd_text\cghd_014065.png	7
data\cghd_text\cghd_033571.png	8
data\cghd_text\cghd_000700.png	100Ω
data\cghd_text\cghd_030367.png	2
data\cghd_text\cghd_022525.png	22KΩ
data\cghd_text\cghd_002823.png	50
data\cghd_text\cghd_032086.png	0V
data\cghd_text\cghd_029164.png	51nF
data\cghd_text\cghd_007590.png	1
data\cghd_text\cghd_026339.png	1.5V
data\cghd_text\cghd_018858.png	4
data\cghd_text\cghd_012401.png	+5V
data\cghd_text\cghd_006590.png	6
data\cghd_text\cghd_025373.png	10V
data\cghd_text\cghd_005174.png	1n
data\cghd_text\cghd_005205.png	100nF
data\cghd_text\cghd_023225.png	1k
data\cghd_text\cghd_002484.png	220-45V
data\cghd_text\cghd_016228.png	6
data\cghd_text\cghd_021175.png	4
data\cghd_text\cghd_006725.png	470K
data\cghd_text\cghd_005285.png	20
data\cghd_text\cghd_001168.png	100uF
data\cghd_text\cghd_033997.png	250
data\cghd_text\cghd_022624.png	47kΩ
data\cghd_text\cghd_033675.png	10KΩ
data\cghd_text\cghd_021836.png	12
data\cghd_text\cghd_034579.png	12V
data\cghd_text\cghd_026843.png	3
data\cghd_text\cghd_015912.png	6
data\cghd_text\cghd_022933.png	1000u
data\cghd_text\cghd_034549.png	230V
data\cghd_text\cghd_017543.png	4
data\cghd_text\cghd_024648.png	470
data\cghd_text\cghd_011238.png	100nF
data\cghd_text\cghd_018492.png	12
data\cghd_text\cghd_031777.png	4069
data\cghd_text\cghd_022824.png	10u
data\cghd_text\cghd_006854.png	3
data\cghd_text\cghd_000287.png	0
data\cghd_text\cghd_020765.png	10uF
data\cghd_text\cghd_029037.png	V3
data\cghd_text\cghd_035282.png	A
data\cghd_text\cghd_028065.png	1
data\cghd_text\cghd_002793.png	300Ω
data\cghd_text\cghd_026668.png	0Ω
data\cghd_text\cghd_011444.png	33K
data\cghd_text\cghd_010941.png	11
data\cghd_text\cghd_034458.png	25V
data\cghd_text\cghd_014398.png	1K
data\cghd_text\cghd_027561.png	1K
data\cghd_text\cghd_024558.png	1M
data\cghd_text\cghd_006784.png	6
data\cghd_text\cghd_017811.png	+5
data\cghd_text\cghd_016488.png	17
data\cghd_text\cghd_019711.png	1K8
data\cghd_text\cghd_014244.png	9
data\cghd_text\cghd_018371.png	+5
data\cghd_text\cghd_010278.png	22K
data\cghd_text\cghd_004216.png	10K
data\cghd_text\cghd_008140.png	100n
data\cghd_text\cghd_029334.png	5
data\cghd_text\cghd_023835.png	12k
data\cghd_text\cghd_005131.png	47K
data\cghd_text\cghd_032520.png	0V
data\cghd_text\cghd_013433.png	3
data\cghd_text\cghd_008314.png	12
data\cghd_text\cghd_006185.png	18V
data\cghd_text\cghd_006130.png	25V
data\cghd_text\cghd_024585.png	3
data\cghd_text\cghd_002723.png	10k
data\cghd_text\cghd_025696.png	HV3
data\cghd_text\cghd_026900.png	9V
data\cghd_text\cghd_018136.png	2.2K
data\cghd_text\cghd_000192.png	330Ω
data\cghd_text\cghd_022332.png	-6
data\cghd_text\cghd_034132.png	470
data\cghd_text\cghd_023617.png	100nF
data\cghd_text\cghd_008177.png	0
data\cghd_text\cghd_018950.png	2
data\cghd_text\cghd_008228.png	3V3
data\cghd_text\cghd_022311.png	10K
data\cghd_text\cghd_018746.png	4
data\cghd_text\cghd_012320.png	9
data\cghd_text\cghd_004948.png	3.3K
data\cghd_text\cghd_035393.png	25V
data\cghd_text\cghd_028146.png	6
data\cghd_text\cghd_024357.png	3
data\cghd_text\cghd_003203.png	20Ω
data\cghd_text\cghd_030948.png	16V
data\cghd_text\cghd_000024.png	9V
data\cghd_text\cghd_014142.png	9
data\cghd_text\cghd_003151.png	4.7KΩ
data\cghd_text\cghd_006266.png	10K
data\cghd_text\cghd_032794.png	10KΩ
data\cghd_text\cghd_032156.png	1n
data\cghd_text\cghd_017895.png	2
data\cghd_text\cghd_022338.png	47pF
data\cghd_text\cghd_002886.png	50V
data\cghd_text\cghd_022505.png	22KΩ
data\cghd_text\cghd_029620.png	100KΩ
data\cghd_text\cghd_002364.png	5Ω
data\cghd_text\cghd_013043.png	32
data\cghd_text\cghd_019486.png	1M
data\cghd_text\cghd_031421.png	100K
data\cghd_text\cghd_023970.png	+6V....+12V
data\cghd_text\cghd_025494.png	1Ω
data\cghd_text\cghd_027061.png	4.8
data\cghd_text\cghd_007444.png	10K
data\cghd_text\cghd_009135.png	9
data\cghd_text\cghd_029854.png	13
data\cghd_text\cghd_004092.png	9
data\cghd_text\cghd_020047.png	+9V
data\cghd_text\cghd_006353.png	3
data\cghd_text\cghd_017528.png	16
data\cghd_text\cghd_002328.png	15K
data\cghd_text\cghd_035045.png	7
data\cghd_text\cghd_002828.png	25V
data\cghd_text\cghd_001671.png	A
data\cghd_text\cghd_008093.png	10mA
data\cghd_text\cghd_021571.png	11213
data\cghd_text\cghd_030030.png	12
data\cghd_text\cghd_021938.png	220uF
data\cghd_text\cghd_019718.png	100Ω
data\cghd_text\cghd_032157.png	0V
data\cghd_text\cghd_004125.png	2
data\cghd_text\cghd_023440.png	10kΩ
data\cghd_text\cghd_015943.png	21
data\cghd_text\cghd_034207.png	2
data\cghd_text\cghd_002474.png	20103MA
data\cghd_text\cghd_010903.png	-
data\cghd_text\cghd_003695.png	10K
data\cghd_text\cghd_000590.png	1KΩ
data\cghd_text\cghd_034472.png	100K
data\cghd_text\cghd_023634.png	56k
data\cghd_text\cghd_000810.png	15Ω
data\cghd_text\cghd_019915.png	10M
data\cghd_text\cghd_025125.png	10K
data\cghd_text\cghd_018854.png	36K
data\cghd_text\cghd_023888.png	0V
data\cghd_text\cghd_024219.png	10KΩ
data\cghd_text\cghd_034856.png	9V
data\cghd_text\cghd_030048.png	14
data\cghd_text\cghd_035458.png	-
data\cghd_text\cghd_023139.png	22k
data\cghd_text\cghd_020257.png	7
data\cghd_text\cghd_033331.png	220K
data\cghd_text\cghd_001953.png	140V
data\cghd_text\cghd_016608.png	A11
data\cghd_text\cghd_001408.png	270Ω
